"","HW1","HW2","HW3","HW4","HW5","HW6","HW7","HW8","HW9","ATT","QZ1","QZ2","QZ3","QZ4","EX1","EX2","Test1","Test2","Homework","Quiz","Lab","Overall","Grade"
"87",67.5,95,82.5,95,60,79,89,100,85,12,83.3333333333333,83.3333333333333,67.5,95,76.8,81.9,96,91,86.625,87.2222222222222,100,91.0208333333333,"A"
"88",30,0,0,100,85,91,77,85,85,12,25,55.5555555555556,25,30,38.4,38.7,48,43,69.125,36.8518518518519,100,56.6152777777778,"D"
"89",92.5,100,100,0,100,100,0,100,100,12,91.6666666666667,100,100,100,64,78.3,80,87,86.5625,100,100,88.71875,"A-"
"90",82.5,0,95,100,95,99,100,100,100,9,75,72.2222222222222,80,95,70.4,75.6,88,84,96.4375,83.3333333333333,60,86.03125,"B+"
"91",77.5,97.5,100,70,0,96,100,80,75,12,66.6666666666667,11.1111111111111,45,75,48.8,49.5,61,55,87,62.2222222222222,100,71.3833333333333,"C"
"92",80,75,0,67.5,77.5,87,100,82.5,90,11,83.3333333333333,83.3333333333333,90,90,57.6,72.9,72,81,82.4375,87.7777777777778,100,82.5479166666667,"B"
"93",0,85,80,75,100,78,0,90,0,12,91.6666666666667,38.8888888888889,75,0,58.4,37.35,73,41.5,63.5,68.5185185185185,100,64.3027777777778,"C-"
"94",87.5,85,92.5,85,95,91,92,90,90,12,91.6666666666667,50,0,85,64,65.7,80,73,90.375,75.5555555555556,100,82.6958333333333,"B"
"95",73.5,0,92.5,90,80,0,100,100,75,12,83.3333333333333,72.2222222222222,65,95,70.4,65.7,88,73,76.375,83.5185185185185,100,81.2902777777778,"B-"
"96",79,95,92.5,65,72.5,91,100,0,76,11,33.3333333333333,77.7777777777778,95,95,59.2,75.6,74,84,83.875,89.2592592592593,100,84.3513888888889,"B"
"97",0,0,0,42.5,0,0,0,0,0,10,58.3333333333333,0,0,0,42.4,35.55,53,39.5,5.3125,19.4444444444444,80,32.9854166666667,"F"
"98",100,97.5,100,90,100,99,100,100,100,12,100,77.7777777777778,90,95,69.6,84.6,87,94,99.5625,95,100,95.01875,"A+"
"99",92.5,95,100,0,100,93,90,85,100,12,83.3333333333333,100,70,80,65.6,80.55,82,89.5,94.4375,87.7777777777778,100,90.2729166666667,"A"
"100",96,97.5,100,0,100,89,97,100,99,12,100,66.6666666666667,80,95,73.6,78.3,92,87,97.3125,91.6666666666667,100,93.09375,"A"
"101",45,77.5,67.5,70,90,71,89,90,85,12,33.3333333333333,72.2222222222222,47.5,70,57.6,63.9,72,71,80,63.2407407407407,100,75.6361111111111,"C"
"102",0,85,85,67.5,90,88,96,75,95,12,58.3333333333333,66.6666666666667,50,0,48.8,40.95,61,45.5,85.1875,58.3333333333333,100,67.88125,"C-"
"103",85,92.5,100,100,95,90,100,97.5,100,12,100,77.7777777777778,75,60,62.4,61.2,78,68,96.875,84.2592592592593,100,84.3013888888889,"B"
"104",82.5,70,100,65,97,71,78,85,85,11,75,38.8888888888889,55,80,70.4,55.8,88,62,83.5625,70,100,78.66875,"C+"
"105",92.5,92.5,100,80,95,97,97,95,80,12,83.3333333333333,55.5555555555556,75,90,57.6,54.9,72,61,93.625,82.7777777777778,100,80.1541666666667,"B-"
"106",55,85,100,100,60,100,80,90,90,12,91.6666666666667,77.7777777777778,85,100,71.2,76.5,89,85,88.125,92.2222222222222,100,89.3208333333333,"A-"
"107",92.5,77.5,92.5,100,100,96,89,97.5,99,12,83.3333333333333,72.2222222222222,80,100,58.4,71.55,73,79.5,95.8125,87.7777777777778,100,86.3854166666667,"B+"
"108",62.5,97.5,82.5,67.5,90,98,100,80,100,12,75,72.2222222222222,57.5,75,55.2,50.4,69,56,89.4375,74.0740740740741,100,75.7423611111111,"C"
"109",100,100,92.5,100,100,0,94,85,0,10,41.6666666666667,83.3333333333333,70,0,71.2,75.6,89,84,83.9375,65,80,81.73125,"B-"
"110",87.5,92.5,100,90,87,96,94,95,70,12,95.8333333333333,83.3333333333333,70,15,64.8,42.3,81,47,92.75,83.0555555555556,100,78.2333333333333,"C+"
"111",92.5,100,100,100,100,99,100,100,97,12,100,100,100,100,64.8,88.2,81,98,99.5,100,100,95.55,"A+"
"112",95,96,100,100,100,97,30,95,98,12,91.6666666666667,44.4444444444444,80,95,44,63.9,55,71,97.625,88.8888888888889,100,81.3708333333333,"B-"
"113",77.5,95,97.5,80,100,94,99,100,85,12,83.3333333333333,88.8888888888889,60,100,60.8,72.9,76,81,93.8125,90.7407407407407,100,87.2048611111111,"B+"
"114",88.5,97,100,90,100,99,97,100,85,12,66.6666666666667,88.8888888888889,95,65,57.6,72.9,72,81,96.4375,83.5185185185185,100,86.1090277777778,"B+"
"115",72.5,62.5,100,99,100,0,0,100,99,10,91.6666666666667,83.3333333333333,0,85,62.4,78.75,78,87.5,79.125,86.6666666666667,80,82.2125,"B"
"116",87,100,92.5,80,100,89,50,80,98,12,83.3333333333333,0,60,85,66.4,82.8,83,92,90.8125,76.1111111111111,100,88.2604166666667,"A-"
"117",75,100,100,90,100,95,97,95,85,12,91.6666666666667,66.6666666666667,65,95,62.4,60.3,78,67,95.25,84.4444444444444,100,83.5916666666667,"B"
"118",92.5,85,85,0,95,99,81,90,75,12,91.6666666666667,94.4444444444444,45,90,52.8,75.15,66,83.5,87.8125,92.037037037037,100,84.2243055555556,"B"
"119",84,100,87.5,70,100,97,100,90,100,12,83.3333333333333,61.1111111111111,95,80,42.4,55.35,53,61.5,94.8125,86.1111111111111,100,77.3354166666667,"C"
"120",77.5,95,95,95,90,89,99,90,85,12,100,77.7777777777778,90,100,71.2,87.3,89,97,92.25,96.6666666666667,100,94.225,"A"
"121",62.5,90,52.4,90,54,75,25,0,60,11,50,11.1111111111111,0,5,21.6,23.4,27,26,63.6125,22.037037037037,100,44.2893055555556,"F"
"122",80,85,85,90,72,95,92,100,60,12,79.1666666666667,72.2222222222222,55,90,65.6,65.7,82,73,87.375,80.462962962963,100,82.9319444444444,"B"
"123",0,62.5,10,55,66,0,0,60,30,7,75,0,15,40,32.8,29.25,41,32.5,35.4375,43.3333333333333,20,35.45625,"F"
"124",87.5,85,100,100,95,90,100,90,80,12,100,83.3333333333333,65,95,49.6,62.1,62,69,93.4375,92.7777777777778,100,81.5979166666667,"B-"
"125",77.5,95,75,100,100,90,97.5,95,100,12,100,88.8888888888889,95,85,56,73.8,70,82,94.375,94.6296296296296,100,87.0069444444444,"B+"
"126",92.5,100,100,100,100,93,88,100,80,12,66.6666666666667,27.7777777777778,75,90,64.8,69.75,81,77.5,96.6875,77.2222222222222,100,86.1645833333333,"B+"
"127",88.5,100,100,100,100,99,100,100,100,12,100,100,85,90,68,77.4,85,86,99.875,96.6666666666667,100,92.9625,"A"
"128",50,100,97.5,75,76.25,94,77,93.5,75,12,91.6666666666667,100,90,100,70.4,76.5,88,85,86.03125,97.2222222222222,100,89.2427083333333,"A-"
"129",80,100,77.5,77.5,95,90,95,80,0,9,66.6666666666667,77.7777777777778,67.5,0,76,58.95,95,65.5,86.875,70.6481481481482,60,78.0347222222222,"C+"
"130",77.5,90,100,100,90,95,97,100,100,12,75,77.7777777777778,80,90,64.8,59.85,81,66.5,96.5,82.5925925925926,100,84.1638888888889,"B"
"131",86,97.5,100,90,100,98,97,100,100,12,83.3333333333333,100,90,100,77.6,80.1,97,89,97.8125,96.6666666666667,100,95.49375,"A+"
"132",100,100,97.5,100,100,100,100,100,100,12,100,100,100,100,80,85.5,100,95,100,100,100,98.75,"A+"
"133",95,85,100,100,100,93,100,90,100,12,100,100,90,100,72,84.6,90,94,97.25,100,100,95.675,"A+"
"134",100,99,100,90,100,99,100,95,99,12,100,88.8888888888889,95,95,72,78.3,90,87,99,96.6666666666667,100,93.95,"A"
"135",60,100,92.5,100,100,94,100,80,100,12,75,50,45,65,62.4,75.6,78,84,95.8125,63.3333333333333,100,84.84375,"B"
"136",87.5,92.5,100,80,95,89,95,95,90,12,83.3333333333333,77.7777777777778,65,70,55.2,79.2,69,88,93,77.037037037037,100,85.2555555555555,"B"
"137",99,83,92.5,98,100,0,0,0,0,6,33.3333333333333,16.6666666666667,0,0,29.6,12.6,37,14,59.0625,16.6666666666667,0,31.11875,"F"
"138",100,100,100,100,100,100,0,100,96,11,75,77.7777777777778,55,80,64.8,58.5,81,65,99.5,77.5925925925926,100,83.9388888888889,"B"
"139",82.5,100,93.5,100,100,95,80,90,100,12,66.6666666666667,88.8888888888889,70,85,63.2,63.45,79,70.5,95.125,81.2962962962963,100,84.1569444444444,"B"
"140",52.5,100,82.5,90,100,94,100,75,85,12,91.6666666666667,50,42.5,85,66.8,74.25,83.5,82.5,90.8125,75.5555555555556,100,85.9020833333333,"B"
"141",60,70,85,75,0,0,0,0,0,3,66.6666666666667,77.7777777777778,0,95,67.2,65.7,84,73,36.25,79.8148148148148,0,57.8972222222222,"D"
"142",90,0,70,90,0,44,0,40,55,10,91.6666666666667,77.7777777777778,55,65,43.2,49.5,54,55,48.625,78.1481481481482,80,58.8597222222222,"D"
"143",87.5,100,100,100,100,100,100,100,80,12,100,100,65,100,80,84.6,100,94,98.4375,100,100,98.03125,"A+"
"144",92.5,100,100,70,100,100,92,100,80,12,91.6666666666667,94.4444444444444,85,85,60.8,50.85,76,56.5,95.5625,90.3703703703704,100,81.5493055555556,"B-"
"145",87.5,60,100,100,95,92,79,95,100,12,58.3333333333333,66.6666666666667,70,95,60,76.5,75,85,93.5625,77.2222222222222,100,85.9020833333333,"B"
"146",85,95,100,100,95,100,89,97.5,85,12,91.6666666666667,66.6666666666667,82.5,100,72,79.2,90,88,95.1875,91.3888888888889,100,92.2645833333333,"A"
"147",83.5,100,0,90,70,94,76,100,100,12,100,61.1111111111111,90,95,60,67.05,75,74.5,89.1875,95,100,84.63125,"B"
"148",85,100,92.5,100,95,100,90,65,100,12,66.6666666666667,100,75,85,66.4,79.2,83,88,95.3125,86.6666666666667,100,90.19375,"A"
"149",92.5,100,92.5,70,100,82,86,60,100,12,66.6666666666667,66.6666666666667,40,45,69.6,63.9,87,71,90.375,59.4444444444444,100,81.1791666666667,"B-"
"150",92.5,97.5,95,100,91.25,100,94,100,95,12,83.3333333333333,77.7777777777778,40,95,62.4,66.6,78,74,96.75,85.3703703703704,100,85.9305555555556,"B"
"151",86,100,100,90,100,92.5,0,90,100,12,58.3333333333333,33.3333333333333,85,90,32.8,66.6,41,74,94.8125,77.7777777777778,100,76.8104166666667,"C"
"152",92.5,100,0,90,100,100,89,100,100,12,83.3333333333333,72.2222222222222,80,95,70.4,77.4,88,86,96.4375,86.1111111111111,100,90.9479166666667,"A"
"153",82.5,80,95,90,100,98,92,100,85,11,91.6666666666667,88.8888888888889,60,90,68,72.9,85,81,92.8125,90.1851851851852,100,88.6215277777778,"A-"
"154",85,42.5,0,0,0,66,0,0,80,6,83.3333333333333,66.6666666666667,0,70,52,43.2,65,48,34.1875,73.3333333333333,0,46.25625,"F"
"155",77.5,100,97.5,65,72,81,97,100,75,10,79.1666666666667,50,0,85,64.8,62.1,81,69,87.5,71.3888888888889,80,78.4083333333333,"C+"
"156",70,80,90,100,90,0,90,90,85,12,91.6666666666667,0,75,90,36,46.8,45,52,86.875,85.5555555555556,100,70.8958333333333,"C"
"157",77.5,92.5,95,90,0,95,94,100,100,10,66.6666666666667,88.8888888888889,70,45,66.4,70.2,83,78,93,75.1851851851852,80,83.2777777777778,"B"
"158",92.5,97.5,100,100,100,99,97,100,100,12,91.6666666666667,61.1111111111111,85,70,57.6,72.9,72,81,99.1875,82.2222222222222,100,86.7395833333333,"B+"
"159",89.5,100,97.5,80,96.25,96,51,85,100,12,100,66.6666666666667,75,85,69.6,74.7,87,83,93.03125,86.6666666666667,100,89.059375,"A-"
"160",89,100,55,98,100,83,100,0,97,9,75,61.1111111111111,0,100,70.4,69.3,88,77,90.25,78.7037037037037,60,81.7305555555556,"B-"
"161",65,82.5,87.5,85,95,95,100,90,80,12,91.6666666666667,77.7777777777778,75,95,70.4,78.3,88,87,89.375,88.1481481481482,100,89.3847222222222,"A-"
"162",92.5,100,100,70,100,100,91,80,90,12,100,66.6666666666667,60,90,68.8,73.35,86,81.5,94.1875,85.5555555555556,100,88.6645833333333,"A-"
"163",92.5,97.5,100,0,100,99,94,90,100,12,91.6666666666667,88.8888888888889,80,95,71.2,79.2,89,88,96.625,91.8518518518518,100,92.5652777777778,"A"
"164",92.5,82,92.5,75,100,99,76,90,89,12,100,83.3333333333333,80,40,67.2,78.3,84,87,90.125,87.7777777777778,100,88.7541666666667,"A-"
"165",70,78,95,0,90,97,100,80,100,11,75,27.7777777777778,50,55,64.8,63.9,81,71,88.75,60,100,79.575,"B-"
"166",80,57.5,100,60,80,78,70,95,94,12,83.3333333333333,66.6666666666667,70,90,68.8,64.35,86,71.5,82.125,81.1111111111111,100,81.8791666666667,"B-"
"167",92.5,100,92.5,95,100,97,97,100,85,12,58.3333333333333,50,52.5,60,68,63,85,70,96.75,56.9444444444444,100,82.0666666666667,"B"
"168",82.5,100,100,100,100,98,71,100,91,12,91.6666666666667,83.3333333333333,80,95,69.6,80.1,87,89,96.4375,90,100,92.08125,"A"
"169",80,0,95,0,55,0,0,0,75,7,83.3333333333333,0,0,65,53.6,60.75,67,67.5,38.125,49.4444444444444,20,51.1291666666667,"D"
"170",42.5,52.5,90,72.5,100,95,88,80,85,12,83.3333333333333,88.8888888888889,42.5,80,65.6,63,82,70,82.875,84.0740740740741,100,81.3736111111111,"B-"
"171",80,92.5,100,90,100,94,85,90,85,11,91.6666666666667,88.8888888888889,75,100,66.4,57.15,83,63.5,92.0625,93.5185185185185,100,84.1215277777778,"B"
"172",70,100,92.5,82.5,100,99,97,90,85,12,75,83.3333333333333,80,90,69.6,80.1,87,89,93.25,84.4444444444444,100,90.2916666666667,"A"
"173",90,100,100,100,95,99,100,100,100,12,91.6666666666667,100,80,90,70.4,74.7,88,83,99.25,93.8888888888889,100,92.2083333333333,"A"
"174",70,92.5,90,85,95,99,88,90,90,12,91.6666666666667,88.8888888888889,75,90,69.6,65.7,87,73,91.1875,90.1851851851852,100,86.5340277777778,"B+"
"175",100,100,85,90,85,89,92,95,95,12,100,94.4444444444444,80,100,79.2,81.9,99,91,93.25,98.1481481481482,100,95.2472222222222,"A+"
"176",100,100,92.5,80,100,98,100,80,100,10,100,0,90,0,70.4,82.8,88,92,96.3125,63.3333333333333,80,86.99375,"B+"
"177",40,0,82.5,0,70,0,52,0,98,12,58.3333333333333,61.1111111111111,0,75,46.4,36,58,40,42.8125,64.8148148148148,100,54.1659722222222,"D"
"178",92.5,100,92.5,90,100,96,85,90,85,12,83.3333333333333,88.8888888888889,80,75,60,70.65,75,78.5,93.25,84.0740740740741,100,85.2111111111111,"B"
"179",92.5,85,100,85,95,100,92,90,75,12,91.6666666666667,61.1111111111111,80,100,71.2,74.7,89,83,92.4375,90.5555555555556,100,89.8645833333333,"A-"
"180",87,100,100,100,100,93,91,80,98,10,83.3333333333333,88.8888888888889,50,85,48,54,60,60,96.125,85.7407407407407,80,76.6986111111111,"C"
"181",75,97.5,67.5,80,95,90,58,100,85,12,100,77.7777777777778,67.5,85,57.6,56.7,72,63,86.25,87.5925925925926,100,79.1638888888889,"C+"
"182",100,100,92.5,90,95,95,100,100,80,12,83.3333333333333,100,80,100,72,80.1,90,89,96.5625,94.4444444444444,100,93.3854166666667,"A"
"183",85,85,85,85,85,72,85,65,80,6,75,38.8888888888889,60,70,48.8,54.9,61,61,82.75,68.3333333333333,0,62.525,"C-"
"184",92.5,70,90,75,100,100,84,100,75,12,100,88.8888888888889,85,95,69.6,66.6,87,74,89.5625,94.6296296296296,100,86.9631944444444,"B+"
"185",85,99,92.5,0,0,0,0,0,0,3,41.6666666666667,0,0,0,75.2,66.6,94,74,34.5625,13.8888888888889,0,49.7520833333333,"F"
"186",80,100,100,0,90,0,100,70,0,10,83.3333333333333,0,30,70,64,55.35,80,61.5,67.5,61.1111111111111,80,68.7916666666667,"C-"
"187",65,100,55,90,100,86.5,100,85,85,9,83.3333333333333,88.8888888888889,52.5,90,68,60.3,85,67,88.9375,87.4074074074074,60,79.5423611111111,"B-"
"188",60,100,92.5,100,95,71,90,92.5,85,10,91.6666666666667,88.8888888888889,52.5,100,72,74.25,90,82.5,90.75,93.5185185185185,80,87.8777777777778,"B+"
"189",75,100,100,100,100,95,100,100,100,12,100,88.8888888888889,82.5,100,66.4,76.05,83,84.5,99.375,96.2962962962963,100,91.9819444444445,"A"
"190",67.5,80,77.5,47.5,100,80,76,77.5,80,12,83.3333333333333,77.7777777777778,75,80,44,64.35,55,71.5,79.8125,80.3703703703704,100,74.8743055555556,"C"
"191",73.5,70,92.5,80,100,97,90,100,96,12,66.6666666666667,61.1111111111111,75,85,65.6,73.8,82,82,91.125,75.5555555555556,100,85.5708333333333,"B"
"192",75,90,95,70,85,85,0,62.5,100,12,83.3333333333333,88.8888888888889,40,80,59.2,68.4,74,76,82.8125,84.0740740740741,100,81.2548611111111,"B-"
"193",70,97.5,100,70,100,100,97,95,85,12,91.6666666666667,50,80,70,61.2,64.8,76.5,72,93.0625,80.5555555555556,100,83.3020833333333,"B"
"194",82.5,100,100,100,97,100,100,90,75,12,91.6666666666667,72.2222222222222,65,80,62.4,57.15,78,63.5,96.1875,81.2962962962963,100,82.5256944444444,"B"
"195",91.5,97.5,98,90,92,95,62,95,90,12,66.6666666666667,44.4444444444444,90,90,64,65.25,80,72.5,93.625,82.2222222222222,100,84.5458333333333,"B"
"196",100,72.5,100,100,100,99,97,100,100,12,66.6666666666667,100,85,50,66.4,67.5,83,75,99.5,83.8888888888889,100,87.7833333333333,"B+"
"197",95,100,100,100,100,89,98,85,100,12,91.6666666666667,66.6666666666667,60,80,52.8,63.9,66,71,97.75,79.4444444444444,100,82.1916666666667,"B"
"198",62.5,0,0,0,65,76,71,90,97.5,9,0,44.4444444444444,55,100,68,34.2,85,38,57.75,66.4814814814815,60,59.7972222222222,"D"
"199",52.5,55,85,67.5,90,78,92,80,80,12,50,72.2222222222222,0,85,52,54.45,65,60.5,78.4375,69.0740740740741,100,72.0173611111111,"C"
"200",92.5,97.5,0,85,90,76,81,90,80,12,91.6666666666667,50,60,75,69.6,78.3,87,87,86.5,75.5555555555556,100,86.4333333333333,"B+"
"201",100,100,92.5,90,100,99,90,95,100,12,100,100,85,90,70.4,80.1,88,89,97.0625,96.6666666666667,100,93.46875,"A"
"202",82,100,87.5,90,100,96,100,80,95,11,75,72.2222222222222,55,75,55.2,57.6,69,64,93.8125,74.0740740740741,100,79.0548611111111,"C+"
"203",72.5,95,100,80,100,76,100,90,70,12,91.6666666666667,100,100,100,68.8,81,86,90,89.1875,100,100,91.45625,"A"
"204",82.5,85,95,90,100,95,87,85,85,12,91.6666666666667,88.8888888888889,70,100,59.2,71.1,74,79,90.25,93.5185185185185,100,85.6527777777778,"B"
"205",89.5,100,100,70,100,0,97,100,98,10,75,72.2222222222222,70,75,56,56.7,70,63,94.3125,74.0740740740741,80,77.1548611111111,"C"
"206",95,75,100,100,100,99,85,85,100,12,50,55.5555555555556,50,95,60.8,51.3,76,57,95.5,66.8518518518518,100,78.1277777777778,"C+"
"207",92.5,100,100,100,100,100,100,100,100,12,66.6666666666667,61.1111111111111,80,90,66.4,66.6,83,74,100,78.8888888888889,100,86.9333333333333,"B+"
"208",92.5,0,92.5,95,100,95,0,0,80,9,83.3333333333333,0,35,60,55.2,41.4,69,46,69.375,59.4444444444444,60,61.0291666666667,"C-"
"209",67,0,47.5,90,100,59,59,80,98,12,91.6666666666667,88.8888888888889,85,90,63.2,70.65,79,78.5,75.0625,90.1851851851852,100,81.4715277777778,"B-"
"210",90,90,90,90,0,0,0,0,0,6,50,0,35,0,66.24,12.6,82.8,14,45,28.3333333333333,0,37.81,"F"
"211",90,80,80,60,71.25,95,95,100,90,12,66.6666666666667,77.7777777777778,65,75,63.2,61.65,79,68.5,87.65625,73.1481481481482,100,80.1940972222222,"B-"
"212",0,0,82.5,75,90,0,87,0,80,10,75,0,50,90,30.4,27,38,30,51.8125,71.6666666666667,80,49.39375,"F"
"213",77.5,100,92.5,65,90,78,97,95,80,12,70.8333333333333,55.5555555555556,85,90,40.8,65.7,51,73,88.75,81.9444444444444,100,77.3666666666667,"C"
"214",90,77.5,100,90,100,83,100,100,100,12,50,50,80,35,54.4,58.05,68,64.5,95.375,60,100,77.3375,"C"
"215",85,100,100,95,100,96,88,90,85,12,91.6666666666667,100,70,85,68,73.35,85,81.5,94.25,92.2222222222222,100,89.4833333333333,"A-"
"216",100,100,100,90,94,98,97,85,91,12,83.3333333333333,77.7777777777778,55,80,70.4,65.7,88,73,96.25,80.3703703703704,100,86.7805555555556,"B+"
"217",75,85,92.5,55,51,68,76,80,80,12,66.6666666666667,50,50,85,68.8,63,86,70,76.4375,67.2222222222222,100,77.7145833333333,"C+"
"218",88.5,0,0,100,85,99,90,85,79,12,91.6666666666667,88.8888888888889,65,95,68.8,69.3,86,77,78.3125,91.8518518518518,100,83.7215277777778,"B"
"219",77.5,100,92.5,90,95,97,100,90,0,11,100,66.6666666666667,85,95,61.6,81.9,77,91,92.75,93.3333333333333,100,89.975,"A-"
"220",72.5,100,100,95,100,83,88,60,85,12,91.6666666666667,72.2222222222222,75,90,71.2,74.7,89,83,90.4375,85.5555555555556,100,88.5145833333333,"A-"
"221",55,92.5,92.5,97.5,75,77,100,85,85,12,41.6666666666667,77.7777777777778,52.5,95,60.8,70.65,76,78.5,88.0625,75.0925925925926,100,82.5076388888889,"B"
"222",90,90,90,90,90,93,67,0,0,11,75,100,0,0,69.6,61.2,87,68,76.25,58.3333333333333,100,76.025,"C"
"223",67.5,67.5,95,77.5,100,87.5,70,90,85,7,33.3333333333333,0,25,45,68.8,62.1,86,69,84.0625,34.4444444444444,20,66.8354166666667,"C-"
"224",73.5,80,100,100,90,89,94,90,0,12,66.6666666666667,77.7777777777778,75,85,63.2,60.75,79,67.5,89.5625,79.2592592592593,100,81.4326388888889,"B-"
"225",92.5,100,100,30,100,100,100,85,75,12,91.6666666666667,27.7777777777778,0,100,63.6,44.1,79.5,49,94.0625,73.1481481481482,100,77.3409722222222,"C"
"226",65,50,72.5,90,80,0,0,62.5,0,8,83.3333333333333,72.2222222222222,50,0,65.6,63.45,82,70.5,52.5,68.5185185185185,40,64.0527777777778,"C-"
"227",92.5,100,100,90,100,99,99,87.5,100,12,58.3333333333333,88.8888888888889,80,55,48.8,53.1,61,59,97.5625,75.7407407407407,100,77.5798611111111,"C+"
"228",88.5,92.5,95,60,85,0,0,100,0,11,58.3333333333333,0,40,35,56.8,49.95,71,55.5,65.125,44.4444444444444,100,64.2791666666667,"C-"
"229",72.5,100,77.5,45,89,90,90,75,65,12,54.1666666666667,55.5555555555556,75,65,57.6,54,72,60,82.375,65.1851851851852,100,73.8902777777778,"C"
"230",87.5,100,82.5,90,100,90,100,80,85,12,58.3333333333333,72.2222222222222,30,55,61.6,24.3,77,27,91.875,61.8518518518519,100,68.9902777777778,"C-"
"231",77.5,77.5,95,100,99,92,80,87.5,85,11,33.3333333333333,44.4444444444444,65,60,61.6,44.1,77,49,89.5,56.4814814814815,100,72.9722222222222,"C"
"232",73.5,72.5,60,0,80,0,0,60,0,11,66.6666666666667,55.5555555555556,40,0,68,49.5,85,55,43.25,54.0740740740741,100,61.8361111111111,"C-"
"233",100,85,92.5,100,90,99,0,100,100,12,66.6666666666667,100,100,85,61.2,80.1,76.5,89,95.8125,95,100,90.54375,"A"
"234",94,100,100,100,100,98,100,100,100,12,100,83.3333333333333,70,85,71.2,77.85,89,86.5,99.75,89.4444444444444,100,92.7666666666667,"A"
"235",97.5,100,97.5,100,100,86,100,90,100,12,91.6666666666667,100,65,90,62.4,80.1,78,89,98.125,93.8888888888889,100,91.3708333333333,"A"
"236",94.5,97,96,100,80,100,97,100,100,12,75,83.3333333333333,50,100,64,68.85,80,76.5,98.0625,86.1111111111111,100,87.4604166666667,"B+"
"237",92.5,100,100,98,100,98,86,100,98,12,100,83.3333333333333,50,80,66.4,72,83,80,98.3125,87.7777777777778,100,89.2604166666667,"A-"
"238",100,100,100,65,95,94,100,95,100,12,100,55.5555555555556,80,90,70.4,80.1,88,89,98,90,100,92.75,"A"
"239",100,85,100,100,100,99,97,80,95,12,100,100,95,100,80,84.6,100,94,97,100,100,97.6,"A+"
"240",92.5,100,97.5,80,95,100,90,100,70,12,100,100,85,100,79.2,88.2,99,98,94.375,100,100,97.6125,"A+"
"241",95,85,100,70,0,99,95,95,100,12,91.6666666666667,72.2222222222222,50,90,77.6,86.4,97,96,92.375,84.6296296296296,100,93.8069444444444,"A"
"242",92.5,100,95,100,100,90,100,85,97.5,12,25,33.3333333333333,20,65,31.2,20.7,39,23,96.875,41.1111111111111,100,58.7791666666667,"D"
"243",92.5,100,97.5,100,100,99,92,100,85,12,91.6666666666667,88.8888888888889,95,95,63.2,68.85,79,76.5,97.625,93.8888888888889,100,88.2958333333333,"A-"
"244",87.5,87.5,100,60,95,72,70,80,0,12,83.3333333333333,61.1111111111111,60,0,62.4,62.1,78,69,81.5,68.1481481481482,100,77.5222222222222,"C+"
"245",80,0,77.5,20,0,37,67,50,85,10,33.3333333333333,16.6666666666667,30,40,50.4,58.5,63,65,52.0625,34.4444444444444,80,57.6354166666667,"D"
"246",82.5,95,90,77.5,100,95,84,85,100,12,83.3333333333333,88.8888888888889,80,75,46.4,61.2,58,68,91.4375,84.0740740740741,100,78.6423611111111,"C+"
"247",82.5,97.5,75,50,42.5,86,61,85,100,12,58.3333333333333,61.1111111111111,35,80,55.2,49.95,69,55.5,79.625,66.4814814814815,100,71.5347222222222,"C"
"248",96,99,91.5,70,93,86,65,75,90,12,66.6666666666667,38.8888888888889,30,70,41.6,35.1,52,39,87.5625,58.5185185185185,100,65.1965277777778,"C-"
"249",75,85,100,100,100,99,90,90,80,11,91.6666666666667,83.3333333333333,95,95,70.4,82.8,88,92,93,93.8888888888889,100,92.5833333333333,"A"
"250",92.5,100,100,90,100,99,100,95,100,12,91.6666666666667,77.7777777777778,75,65,66.4,70.2,83,78,98.3125,81.4814814814815,100,87.8159722222222,"B+"
"251",94.5,84,95,95,100,98,86,100,0,12,66.6666666666667,72.2222222222222,80,70,40.8,58.95,51,65.5,94.0625,74.0740740740741,100,75.9048611111111,"C"
"252",72.5,77.5,0,75,85,0,0,0,65,10,0,27.7777777777778,35,35,19.2,18.45,24,20.5,46.875,32.5925925925926,80,36.8763888888889,"F"
"253",100,79,85,95,85,91,79,75,92,12,91.6666666666667,44.4444444444444,90,90,64,63.9,80,71,88.25,90.5555555555556,100,83.8083333333333,"B"
"254",92.5,100,100,90,98,99,97,100,95,12,66.6666666666667,66.6666666666667,55,75,25.6,54.9,32,61,97.6875,69.4444444444444,100,71.3729166666667,"C"
"255",100,100,90,100,100,94,100,100,0,11,100,77.7777777777778,75,0,72,72.9,90,81,98,84.2592592592593,100,90.2888888888889,"A"
"256",93,73,100,88,100,96,80,95,95,10,100,50,65,60,76,65.25,95,72.5,93.375,75,80,84.3875,"B"
